Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
30,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/30,Znovu se objevila již skrytá záložka na detailu uživatele a nyní nejde skrýt,Closed,"23.9. zhruba ve dvě jsme skryli záložku m_GATTRIB_OVERLOAD_GMSG na detailu uživatele. Po páté odpolední se tato záložka opět objevila. Pokoušeli jsme se ji opět schovat, to se bohužel nepovedlo. Script byl dokončen formálně úspěšně.
Byl použit tutoriál hide tab (přiměřeně upravený ve verzi, která prve fungovala) - původní viz zde: https://gitlab.cdt.cz/tpi/dokumentace/-/wikis/uploads/a952a790324721963a60d1a77940c548/Tutorial_Hide_TAB.sql",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-09-23 18:06:35,2020-09-24 17:05:13,2020-09-24 09:35:13,,,"In Progress,Medium",0,0
31,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/31,Nelze přidat organizační roli k uživateli - db chyba,Closed,"Při kliku na tlačítko ""+"" v detailu uživatele na záložce R_UZIVATEL_ROLE  se objeví db chyba 1402:null. Taktéž i na záložce PERZISTENTNI_PROFIL. Záložka R_DELEGOVANI je ok.

Testováno na uživateli Karl von Bahnhof, ID 3500223

Přikládám záznam.[nelze_přidat_roli_k_uživateli.mkv](/uploads/8df031f861234bbeee78ffa8b511b271/nelze_přidat_roli_k_uživateli.mkv)",Sklenarova Pavla,sklenarova_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-09-24 09:51:10,2020-10-01 14:24:39,2020-10-01 14:24:39,,,"In Scope,Medium",0,0
32,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/32,Omezení apl. rolí na kraje?,Closed,"V návrhu řešení je omezení apl. rolí jak na oprávnění, tak ale i na kraje. Platí, že apl. role má být lokálně omezena krajem, nebo to bude nahrazeno TO či TUDU?",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-09-24 11:50:55,2020-10-09 09:11:31,2020-10-09 09:11:31,,,"In Review,Medium",0,0
33,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/33,xml adaptér,Closed,"pro integraci s idm budou použity xml zprávy. Funkční xml adaptér byl přislíben v zářiovém release s tím, že 18/9 proběhne školení na jeho používání. Zakládám proto issue do gitlabu, adaptér nutně potřebujeme v dalším release (předpokládám, že bude 29/9) zejména pro sf.",Krikava Pavel,krikava_cgi,Krikava Pavel,krikava_cgi,No,No,,2020-09-25 10:03:35,2020-10-19 08:47:19,2020-10-19 08:47:19,,,"High,In Review",0,0
34,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/34,makrotester,Closed,"Je žádoucí, aby makrotester mel jako dalsi spousteci parametr nazev souboru s nazvem testovaneho makra, slo by zretezit testy v davce a testovat serii maker v jedne serii. Velmi by to zrychlilo testovani mWF.

napr.
`makro_tester.exe  config_dll.json test test_makro.txt`

Pakl by totiz slo napsat davku, batch:

<pre>
makro_tester.exe  config_dll.json test test_makro1.txt
makro_tester.exe  config_dll.json test test_makro2.txt
makro_tester.exe  config_dll.json test test_makro3.txt
</pre>",Rysanek Karel,rysanek_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-09-25 18:44:42,2021-02-04 15:50:12,2021-02-04 15:50:12,,,"Feature,In Scope,Low",0,0
35,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/35,Nelze přidat aplikační roli k organizační roli - nerozbalí se při pokliku příslušný seznam položek,Closed,"Nelze přidat aplikační roli k organizační roli - nerozbalí se při dvojkliku příslušný seznam položek. Přikládám záznam.
[2020-09-29_10-06-22.mkv](/uploads/bbef1bd343fa567a92c71199f6dc3f5e/2020-09-29_10-06-22.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-09-29 10:09:30,2020-10-08 09:54:23,2020-10-08 09:54:23,Release 1,,"High,In Review",0,0
36,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/36,Vytvoření základního Workflow s bazálním mWF,Closed,"Ani na workshopu 25.9.2020 se nám nepovedlo vytvořit pomocí tutorilálových skriptů případně editorů, základní workflow s jedním mWF, které vloží data z jedné tabulky do druhé, resp. vytvoří nový zánam v cílové tabulce. Některé procesy spouštět nikoliv na základě eventu v rozhraní, ale na pozadí resp. jako reakci na zprávu z web service - např. vytvoření uživatele na základě zprávy z IDM.

Je to základní kostra, kterou potřebujeme pro další práci.",Rysanek Karel,rysanek_cgi,Kubala Milan,kubala_cdt,No,No,,2020-09-30 10:48:58,2020-10-19 09:28:49,2020-10-19 09:28:49,Release 1.1,,"High,In Progress",0,0
37,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/37,Problem s publikaci zdrojaku do gtilabu,Closed,"Vytvorili jsme [repozitar](https://gitlab.cdt.cz/tpi/cgi/devel) pro nahrani nasich zdrojovych kodu do gitlabu. Pri pokusu o push jsme narazil na problem, kdy push resp. propagace referenci byla zamitnuta pre-receive hookem:
```
[rasekl@localhost tpi-cgi]$ git push cdt
Enumerating objects: 1640, done.
Counting objects: 100% (1640/1640), done.
Delta compression using up to 8 threads
Compressing objects: 100% (783/783), done.
Writing objects: 100% (1640/1640), 4.37 MiB | 3.17 MiB/s, done.
Total 1640 (delta 747), reused 1628 (delta 743)
remote: Resolving deltas: 100% (747/747), done.
remote: GitLab: 
remote: A default branch (e.g. master) does not yet exist for tpi/cgi/devel
remote: Ask a project Owner or Maintainer to create a default branch:
remote: 
remote:   https://gitlab.cdt.cz/tpi/cgi/devel/-/project_members
remote: 
To gitlab.cdt.cz:tpi/cgi/devel.git
 ! [remote rejected] alt -> alt (pre-receive hook declined)
error: failed to push some refs to 'git@gitlab.cdt.cz:tpi/cgi/devel.git'
```",Rasek Ludek,rasek_cgi,Rasek Ludek,rasek_cgi,No,No,,2020-10-01 09:25:59,2020-10-06 09:56:27,2020-10-06 09:56:27,,,In Review,0,0
38,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/38,"MikroWF editor nezobrazuje DWBRITE a další interni mWF, které by bylo vhodné zobrazit",Closed,"'@kubala_cdt na workshopu konstatoval, že některá interní mWF by měla být v nabídce mWF editoru např. DBWRITE.![mWF-DBWRITE](/uploads/f0cbe841beb35206dc0434ea92c69dc7/mWF-DBWRITE.PNG)",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-10-02 12:34:49,2020-10-13 13:52:38,2020-10-13 13:52:38,,,"In Review,Medium",0,0
39,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/39,Postup registrace DLL,Closed,"Prosím o zdokumentování postupu, jak registrovat DLL na prostředí. Postup by měl obsahovat:
* postup a umístění, jak nakopírovat DLL na server(y) vývojového prostředí v CDT
* konfigurace začlenění DLL do workflow
* popis způsobu ladění DLL (kde hledat případné problémy)",Rasek Ludek,rasek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-10-05 08:56:39,2020-11-30 09:09:17,2020-11-30 09:09:17,HotFix 1.2.1,,"Documentation,High,In Review",0,0
40,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/40,"Service selector configurator - při ukončení beze změn se objeví hláška, která by se zobrazit neměla.",Closed,"Pokud spustím Service selector configurator a pak jej bez provedení žádných změn zavřu, zobrazí se hláška, že nemáme uložené změny. V této situaci by se hláška neměla objevovat. Přikládám záznam.
[2020-10-05_12-46-36.mkv](/uploads/fed786024de47f58610e531125da47c8/2020-10-05_12-46-36.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-05 12:53:07,2020-10-09 16:37:43,2020-10-09 16:37:43,Release 1,,"Bug,In Review,Low",0,0
41,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/41,Řazení objektů v Service selectoru a v TPI aplikaci,Closed,"Nově jsem do aplikace přidala tabulky TPI_UZIVATEL dafault show obj list service, R_UZIVATEL_STAV default show object list service. V Service selector configuratoru se mi zařadily chronologicky dospod seznamu TPI, v aplikaci se pod TPI nezařadily. Ze zobrazení v aplikaci není jasné, jestli se zařadily pod Metadata, nebo se nezařadily pod žádný strom.![přidané_položky_SSC](/uploads/8d3ef232e5c94cdf640f3620efd64cd1/přidané_položky_SSC.PNG)

![přidané_položky_TPI](/uploads/556bdd2f64a5ed3423420f8e8e8e5ee8/přidané_položky_TPI.PNG)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-05 13:56:27,2020-11-24 10:14:37,2020-11-24 10:14:37,Release 1.3,,"Feature,In Review,Low",0,0
42,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/42,Implementace spravy souborů (DMS),Open,"Správu souborů potřebujeme pro implementaci report engine

Pro správu souborů, které bude systém používat byla dohodnuta forma implementace interního DMS, které poskytne následující služby:
* soubory jsou popsané jako objekty v TPI modelu a uloženy na úložišti spravovaném jádrem
* jádro poskytne funkce pro 
    * stažení souboru uloženého v DMS
    * nahrání souboru k uložení v DMS
    * smazání souboru z DMS
* funkce budou dostupné
    * z UI jako ovládací prvek
    * z DLL knihoven resp. bude existovat standardní postup, jak kód v DLL knihovně získá obsah suboru uloženého v DMS a jak do DMS soubor uloží.",Rasek Ludek,rasek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-10-06 08:38:19,2021-02-15 13:17:50,,Release 1.8,,"Feature,High,In Review",0,0
43,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/43,DB model - zpristupneni,Closed,"Radi bychom nahledli do DB modelu jadra, alespon v castech sosusedicich s nasimi frameworky. Asi by stacil nekam umistit export/obrazek prislusnych casti sem na gitLAB.",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-10-07 13:05:48,2020-11-03 17:52:08,2020-11-03 17:52:08,Release 1.2,,"Documentation,In Review,Medium",0,0
44,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/44,DMS - fce pro zapis a cteni,Closed,"Pro umísteni vytvorenych reportu a jejich stahovani uzivateli je potreba Document Management System, sdílená složka, resp. alespon funkce pro zápis souboru a cteni souboru.",Rysanek Karel,rysanek_cgi,Sedivy Vaclav,sedivy_goodatit,No,No,,2020-10-07 13:10:00,2020-10-07 14:53:36,2020-10-07 14:53:36,,,Medium,0,0
45,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/45,MSTeams se po připojení do vpn ČDT odpojí,Closed,"Opakovaně se mi stává, že po připojení do vpn ČDT se MS Teams odpojí. Což je pro společnou práci závada dosti podstatná. 
Moje investigace napovídá, že možná nefungují spolehlivě DNS servery. Přikládám 
[ výpis ipconfig po připojení do vpn ČDT](/uploads/5d9b0ee03e7f1e374bc74ddda077a7c1/ipconfigCDT.txt) a výsledek zkušebního pingu ![pingu na microsoft.com](/uploads/cc18eacfbea45b84d25666bf191844ee/pingMSfromCDTvpn.PNG)

Bez připojení do vpn ČDT a současném fungování MS Teams nemohu plnohodnotně absolvovat školení a už vůbec ne předváděčky.",Rysanek Karel,rysanek_cgi,Jan Mracek,mracek,No,No,,2020-10-09 10:10:05,2021-02-02 09:43:30,2020-10-26 11:55:55,Release 1.1,,"High,In Scope",0,0
46,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/46,"mWF editor - i po uložení hlásí, že nejsou uloženy změny",Closed,"'MWF editor i po uložení hlásí, že nejsou uloženy změny.
Kroky:
- otevřít mWF
- změnit popisek
- uložit - zobrazí se info o uložení dat - OK
- zavřít editor křížkem - objeví se hláška o neuložených datech - CHYBA",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-14 11:30:39,2020-12-16 08:40:15,2020-12-16 08:40:15,,,"Bug,In Review,Low",0,0
47,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/47,Chybný název sloupce - prosím o ruční odstranění,Closed,"Prosím o ruční odstranění sloupce s ID 7258300002 (bylo omylem použito klíčové slovo END, kvůli kterému se nezdařila materializace) v tabulce SF_OUT_MSG_IDM_CREATE_USER (ID 254500001) a o novou materializaci. Vytvořeno ve vrstvě PDMD.",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-16 09:02:49,2020-10-19 08:57:33,2020-10-19 08:57:33,,,"Bug,High,In Review",0,0
48,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/48,"Servis selector configurator - varovná hláška ""Opravdu chcete odstranit celé menu?""",Closed,"Prosím o vytvoření varovné hlášky při kliku na Smazat menu. Pokud na ni kliknu omylem, musím ukončit Service selektor konfigurátor bez uložení a následně pak musím veškerá svá nastavení dělat znovu.![Menu_v_SSC](/uploads/2284bf934e733b0dd3b9c4fa20fa2668/Menu_v_SSC.PNG)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-16 12:36:49,2020-11-24 09:43:58,2020-11-24 09:43:58,Release 1.3,,"Feature,In Review,Medium",0,0
49,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/49,Service selector configurator - nelze smazat položku z menu,Closed,"Nelze smazat položku z menu - zobrazuje se mi hláška, že daná položka je referencovaná. Přikládám záznam.[2020-10-16_14-44-22.mkv](/uploads/3656b5f6421887b605b6a2c232600135/2020-10-16_14-44-22.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-10-16 14:57:12,2020-10-26 14:08:12,2020-10-26 14:08:12,Release 1.1,,"Bug,In Scope,Medium",0,0
50,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/50,Klíčová slova jazyka - prosím o seznam,Open,"Prosím o vytvoření seznamu klíčových slov, které nemůžeme použít v názvu tabulek, sloupců atd (např. END). Vyhneme se tak zboření materializace. Děkuji.",Sklenarova Pavla,sklenarova_cgi,Kubala Milan,kubala_cdt,No,No,,2020-10-19 15:46:32,2020-11-16 13:40:19,,,,"Feature,In Scope,Low",0,0
51,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/51,Multiklíč - nelze vyplnit Aktivum ID,Closed,Při vytváření nového oprávnění nebo editaci již existujícího oprávnění nelze vyplnit na editační obrazovce M_OPRAVNENI Aktivum ID. Přikládám záznam. [2020-10-20_08-55-38.mkv](/uploads/aad0b6aa441ff0d21d5b82a7c2886f1a/2020-10-20_08-55-38.mkv),Sklenarova Pavla,sklenarova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-10-20 09:53:35,2020-11-05 08:54:27,2020-11-05 08:54:27,Release 1.2,,"Bug,In Review,Medium",0,0
52,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/52,Oprávnění - problém s opravou mylně vybraného aktiva,Closed,"'kroky:
- zobrazit editační obrazovku M_Opravneni
- přidat aktivum
- vybrat konkrétní aktivum
- křížkem smazat aktivum
- dvojklikem se pokusit zobrazit seznam pro výběr aktiv - chyba, místo toho se zobrazí detail předchozího aktiva

Záznam zde: [2020-10-21_15-52-09.mkv](/uploads/4573b6e17868170be05f5f111b09c047/2020-10-21_15-52-09.mkv)",Sklenarova Pavla,sklenarova_cgi,Sedivy Vaclav,sedivy_goodatit,No,No,,2020-10-21 16:00:51,2020-10-22 08:58:33,2020-10-22 08:58:33,,,"Bug,In Review,Medium",0,0
53,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/53,"Refresh dat v aplikacích Object editor, Workflow editor, Mikroworkflow editor",Open,"Prosím o přidání tlačítka pro znovunačtení dat do aplikací. V případě, že něco upravíme v jedné aplikaci, např. v object editoru, musíme jinou aplikaci zavřít a znovu spustit, aby se do aplikace načetla aktuální data.
Prosím o přidání především do Object editoru, Workflow editoru, Mikroworkflow editoru.",Sklenarova Pavla,sklenarova_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-10-26 16:28:15,2020-12-17 14:52:09,,,,"Feature,In Progress,Medium",0,0
54,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/54,Nejde spustit objectEditor,Closed,"Chyba:
![ObjectEditorError202010291512](/uploads/53fe0090bf492e505794cb14aa08e826/ObjectEditorError202010291512.PNG)",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,2020-10-29,2020-10-29 15:23:35,2020-10-29 15:59:32,2020-10-29 15:59:32,,,"Bug,High,In Scope",0,0
55,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/55,Problém s přihlášením do VPN,Closed,"Kolegové Luděk Rašek, Pavel Křikava a Karel Ryšánek se od neděle nepřihlásí do VPN ČDT. Prosím o prověření a  případnou opravu.",Sklenarova Pavla,sklenarova_cgi,Stemberova Pavla,stemberova,No,No,,2020-11-02 08:52:50,2020-11-02 18:05:24,2020-11-02 18:05:24,,,"Bug,High",0,0
56,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/56,Nejde vytvorit novy zaznam v POM_SF_SECURITY_ALLOWED,Closed,"V tabulce POM_SF_SECURITY_ALLOWED nejde pres rozhraní vytvořit nový záznam. Serverlog tvrdí, že tabulka neexistuje, ale přitom rozhraní vygenerováno jest.
Viz Service Selector http://10.30.190.206/tpi_app/pf/1302700090",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-02 19:45:43,2020-11-04 12:34:57,2020-11-04 10:16:23,,,"Feature,In Review,Medium",0,0
